Gene	HT_Pvalue	MS_Pvalue	Known_MS_gene	known_HT_gene
ADORA2B	0.05345	0.495		
MAP3K7	0.05368	0.121		
OR4D6	0.05372	0.952		
C10orf132	0.05375	0.708		
PPIL6	0.05376	0.249		
SLC17A3	0.05378	0.00113		
ZNF503	0.05425	0.145		
CRYGN	0.05427	0.0587		
LPXN	0.05442	0.609		
KERA	0.0545	0.713		
DPYSL2	0.05454	0.986		
KLHDC8A	0.05458	0.75		
N-PAC	0.05463	0.75		
MYL4	0.05465	0.159		
ZSWIM7	0.05493	0.383		
FZD3	0.05518	0.99		
MYNN	0.573	0.000017	YES	
SLC17A1	0.05535	0.000544		
STEAP3	0.05542	0.726		
COX17	0.05546	0.03312		
ABAT	0.05552	0.734		
UBN1	0.05554	0.617		
MAP4	0.05555	0.802		
TDRD10	0.05575	0.69		
ORM2	0.05578	0.285		
ZNF613	0.05589	0.373		
CHPT1	0.05589	0.609		
ARL5A	0.05591	0.999		
ATP6V0A4	0.05594	0.78		
TOP3B	0.05595	0.000564		
NAPA	0.05597	0.496		
RBJ	0.05611	0.162		
PPM1F	0.05619	0.000598		
CRISP3	0.0562	0.704		
PPL	0.05622	0.452		
FAM20A	0.05628	0.88		
MORN5	0.05634	0.217		
EFHC1	0.05637	0.488		
DPY19L2	0.05644	0.858		
TTC19	0.05645	0.38		
CAV2	0.05648	0.751		
TOMM22	0.05651	0.384		
IDH3A	0.05658	0.373		
ITGA11	0.05664	0.742		
HEXIM1	0.05668	0.608		
LST1	0.05681	0.0000001		
DSEL	0.05691	0.645		
NCR3	0.057	0.0000001		
PGK2	0.05729	0.829		
SFT2D2	0.05732	0.432		
ZNRF3	0.05741	0.703		
ZNF649	0.05742	0.205		
ACBD4	0.05746	0.269		
CARD10	0.0577	0.699		
PPAPDC2	0.0577	0.821		
VAV1	0.05773	0.467		
GPR108	0.05776	0.387		
C20orf71	0.05778	0.391		
E2F8	0.05779	0.636		
SP110	0.497	0.000019	YES	
FUK	0.05792	0.625		
C9orf126	0.05805	0.799		
ZSCAN5A	0.05812	0.383		
ACADSB	0.05823	0.445		
TCTN1	0.05824	0.00373		
AK3	0.05825	0.816		
ACY3	0.05826	0.589		
SYT9	0.05829	0.566		
ZNF562	0.05829	0.971		
C10orf32	0.05841	0.13		
BCL10	0.197	0.000021	YES	
FOXL2	0.05867	0.543		
CDC37L1	0.05871	0.955		
CES1	0.05872	0.692		
AS3MT	0.05884	0.149		
HVCN1	0.05886	0.00672		
ARHGEF17	0.05886	0.804		
HEATR1	0.05901	0.03372		
C3orf72	0.05907	0.557		
SH2D3A	0.05917	0.592		
TMEM64	0.05917	0.733		
ATP5A1	0.0593	0.847		
ADAM18	0.05931	0.439		
FRS2	0.05934	0.389		
ZBTB17	0.05942	0.437		
ALDH3B2	0.05944	0.584		
NUB1	0.05948	0.618		
OLFML1	0.05955	0.161		
CYP17A1	0.0596	0.105		
TRIP10	0.05973	0.463		
RPP30	0.05977	0.664		
PIAS1	0.05985	0.145		
INPP5F	0.05985	0.671		
UBE2U	0.05985	0.745		
MED6	0.05995	0.55		
OR6Q1	0.06008	0.209		
GRHL1	0.06026	0.644		
ZKSCAN2	0.06034	0.618		
STK3	0.06035	0.137		
SPEF2	0.06042	0.00019		
TBC1D12	0.06042	0.616		
ABCF2	0.06045	0.703		
LGALS8	0.06054	0.0352		
ACAN	0.06062	0.111		
SIRPD	0.06072	0.875		
PRDM10	0.06077	0.952		
SEMA4G	0.06087	0.434		
C1orf49	0.0609	0.582		
FCRL3	0.626	0.000024	YES	
WWP2	0.06096	0.43		
WDR86	0.06099	0.599		
C10orf2	0.06127	0.468		
TBC1D2B	0.06131	0.219		
MAP9	0.06137	0.321		
HAPLN3	0.06149	0.437		
SMARCD3	0.06151	0.663		
KLRF1	0.06161	0.09665		
RNFT2	0.06164	0.06633		
ZNF446	0.06164	0.908		
RBM44	0.06174	0.88		
SH3TC2	0.06176	0.361		
PIB5PA	0.06182	0.01955		
MRPL43	0.06184	0.449		
SMTN	0.06192	0.159		
ANAPC1	0.818	0.000024	YES	
KIAA1333	0.06206	0.515		
PRPH2	0.06214	0.958		
CSGlcA-T	0.06217	0.74		
ASB10	0.06219	0.897		
C1orf220	0.06227	0.687		
PCLO	0.06228	0.426		
CAV1	0.06235	0.868		
CLEC2B	0.06236	0.02819		
SELM	0.06242	0.08678		
MFGE8	0.06246	0.458		
SF3B3	0.06253	0.398		
EBAG9	0.06266	0.458		
AIF1	0.06279	0.0000001		
ZNF324B	0.0628	0.865		
C1orf52	0.201	0.000025	YES	
ATP13A2	0.06295	0.143		
PLA2G3	0.06319	0.01393		
NPHP1	0.06325	0.975		
APPL2	0.0634	0.339		
LOC126661	0.06341	0.411		
PLEKHA7	0.06345	0.226		
TFPI	0.06345	0.783		
ZNF324	0.06363	0.883		
IL28B	0.06375	0.134		
CSF2RB	0.156	0.000028	YES	
ASL	0.06376	0.688		
CCDC150	0.06381	0.38		
MALL	0.06381	0.971		
MAPK11	0.06383	0.489		
PRDX1	0.0639	0.451		
LPAR1	0.06402	0.411		
PDE6C	0.06405	0.443		
CHAC1	0.0641	0.01099		
PLXNB2	0.0641	0.468		
LOC441376	0.06417	0.956		
PCBP3	0.06433	0.798		
RCP9	0.0645	0.718		
PLUNC	0.06462	0.331		
IL28A	0.06467	0.09119		
CACNG1	0.06469	0.773		
VAPA	0.0647	0.649		
DLL4	0.06472	0.01212		
DNAJC6	0.06473	0.831		
CPNE3	0.06474	0.114		
KIAA0644	0.06476	0.0361		
MMACHC	0.06496	0.439		
IL12A	0.231	0.000032	YES	
SDHB	0.06501	0.143		
COLEC12	0.06504	0.89		
H1F0	0.06514	0.568		
IL29	0.06529	0.169		
C20orf114	0.06529	0.284		
RAB3IL1	0.06529	0.403		
ZNF253	0.0653	0.03584		
SERPINA9	0.06532	0.422		
TNFAIP2	0.06545	0.689		
TMEM65	0.06557	0.471		
FTSJ2	0.06587	0.912		
LIMS2	0.06621	0.05482		
ETAA1	0.06629	0.829		
ACSBG1	0.0663	0.256		
CCNB1IP1	0.06635	0.00749		
C5orf33	0.06636	0.531		
GPR17	0.06642	0.03696		
UBTD1	0.06644	0.5		
ZNF93	0.0665	0.07535		
SNX8	0.06655	0.307		
PI4KB	0.06673	0.366		
PARP2	0.06676	0.00847		
PAQR8	0.06683	0.318		
NUDT1	0.06683	0.894		
BOLA3	0.06685	0.01981		
FGF18	0.06693	0.10468		
SFT2D3	0.06695	0.108		
PPM1A	0.06718	0.342		
WAC	0.06727	0.05876		
SKP2	0.06727	0.464		
SH3YL1	0.06734	0.613		
MOBKL1B	0.0674	0.02053		
DZIP1	0.06742	0.166		
PSMB4	0.06743	0.07207		
OSBP2	0.06751	0.259		
KPRP	0.06752	0.298		
OTUD7B	0.06753	0.482		
ALAD	0.06761	0.08124		
GLDN	0.06767	0.897		
SELENBP1	0.06776	0.164		
SPIN1	0.06783	0.305		
RFX5	0.06791	0.265		
RPS27A	0.06791	0.757		
RNPC3	0.06792	0.254		
C14orf68	0.068	0.00775		
LOC51252	0.06809	0.668		
TEP1	0.06812	0.00329		
NFATC2	0.06812	0.356		
HDHD3	0.06815	0.09239		
CBARA1	0.06817	0.09144		
EFCAB2	0.06823	0.72		
UBQLN1	0.06827	0.674		
AMY2B	0.06828	0.259		
EXT2	0.06839	0.571		
AKT3	0.06841	0.4		
IDI1	0.06852	0.04773		
HJURP	0.06867	0.581		
PLAGL2	0.06886	0.209		
CYP26B1	0.06888	0.173		
POGZ	0.06889	0.05217		
OR52E4	0.06894	0.07892		
C20orf7	0.06908	0.651		
LBXCOR1	0.06912	0.936		
MPHOSPH8	0.06916	0.03614		
LTK	0.06951	0.576		
CREB3L2	0.06954	0.806		
MTIF2	0.06973	0.633		
TLE3	0.06981	0.264		
ESF1	0.06981	0.611		
RAD54L2	0.06983	0.000553		
ZNF329	0.06994	0.766		
SEL1L2	0.07022	0.459		
IL7	0.672	0.000033	YES	
NCOR1	0.07026	0.47		
CCDC88A	0.07036	0.554		
VKORC1	0.07069	0.03323		
CHST14	0.07069	0.825		
TMEM165	0.0707	0.381		
ANKRD5	0.07083	0.00897		
ZNF646	0.07083	0.03219		
PRSS8	0.07089	0.03472		
BCKDK	0.07111	0.03334		
UNC84B	0.07111	0.273		
C21orf45	0.07112	0.625		
COG4	0.07116	0.598		
GKAP1	0.07117	0.555		
CP	0.07121	0.10341		
RASSF3	0.07123	0.21		
PADI2	0.07136	0.12		
PRSS36	0.0714	0.03643		
ALX4	0.07143	0.698		
XPO1	0.07165	0.03235		
TEX264	0.0717	0.551		
FSD2	0.07179	0.358		
CDC37	0.07182	0.002356		
CCDC61	0.07185	0.03267		
ZNF668	0.0719	0.03545		
PSG5	0.07191	0.171		
POL3S	0.07194	0.02912		
MYST1	0.07218	0.03225		
PEPD	0.07225	0.594		
C17orf42	0.07245	0.33		
MRAP	0.0727	0.592		
NID2	0.07277	0.151		
RAB20	0.07291	0.226		
PSG4	0.07298	0.238		
FGF1	0.07301	0.795		
IL17RB	0.0731	0.175		
NAB2	0.07313	0.859		
PLIN	0.07321	0.322		
WDR22	0.07325	0.431		
SULT1C4	0.0733	0.0371		
PGLYRP1	0.07332	0.06626		
MANSC1	0.07333	0.518		
C1orf105	0.07342	0.712		
MTAP	0.07343	0.445		
MAP2K1IP1	0.07358	0.03198		
ACTR8	0.07358	0.209		
THEM4	0.07359	0.485		
ACSL5	0.07374	0.837		
PANX3	0.07378	0.74		
FCN2	0.07388	0.772		
CTPS	0.07388	0.836		
CCDC117	0.07397	0.476		
CENTA2	0.07402	0.306		
OR9Q2	0.07416	0.462		
IGFL4	0.07437	0.06642		
MAPK7	0.07437	0.221		
SELK	0.07443	0.147		
GALNT10	0.07443	0.883		
TBRG1	0.07455	0.953		
TYK2	0.164	0.000037	YES	
VGLL2	0.07462	0.179		
XBP1	0.07467	0.649		
ADORA2A	0.07474	0.241		
TMEM100	0.07477	0.971		
GYG1	0.07481	0.05394		
THAP3	0.07483	0.612		
HS3ST1	0.07485	0.538		
LRRC3B	0.07489	0.405		
PHF13	0.07491	0.56		
ZDHHC6	0.07496	0.747		
MAPK1	0.04082	0.000045	YES	
ZIC1	0.0752	0.843		
INTS6	0.0754	0.506		
CHIA	0.07544	0.02071		
TREM1	0.07545	0.128		
SETD7	0.0755	0.765		
RALGPS1	0.07574	0.182		
REPS1	0.07574	0.734		
FCRL2	0.888	0.00005	YES	
PPP1R16B	0.07587	0.142		
SULT1C2	0.07591	0.227		
HAS2	0.0761	0.493		
ITPKB	0.07023	0.000053	YES	
GOSR2	0.0762	0.185		
ZFP91-CNTF	0.07629	0.774		
ZFP91	0.07638	0.783		
ZNF257	0.07642	0.968		
HSPH1	0.07649	0.621		
LRRC61	0.0766	0.269		
ZNF775	0.0766	0.611		
ZNF664	0.07663	0.947		
B3GAT1	0.07671	0.392		
C7orf29	0.07672	0.255		
IDE	0.356	0.000053	YES	
CNTF	0.07702	0.739		
VIM	0.07717	0.35		
SNTB1	0.07717	0.984		
ALKBH5	0.07724	0.107		
NSF	0.07732	0.01378		
ZNF215	0.07745	0.458		
PCTP	0.07745	0.988		
MYO15A	0.0775	0.233		
RARRES2	0.0776	0.276		
MRRF	0.07766	0.07983		
CCDC91	0.07777	0.298		
METTL7A	0.07807	0.572		
RPRML	0.07809	0.218		
LHX6	0.07815	0.169		
DGKH	0.07823	0.634		
ANKMY1	0.07827	0.705		
SMEK1	0.0783	0.754		
BATF	0.01328	0.000059	YES	
ZGPAT	0.785	0.000068	YES	
GJB6	0.07841	0.478		
REPIN1	0.07851	0.521		
OR9Q1	0.07858	0.332		
WHDC1	0.0786	0.383		
RBM18	0.07862	0.272		
FOXP2	0.07871	0.57		
TCF7	0.414	0.000072	YES	
ELA2A	0.07888	0.511		
IVD	0.07894	0.995		
GLB1L2	0.07902	0.245		
C5	0.07906	0.976		
NDUFC2	0.07908	0.504		
ZIC4	0.07925	0.419		
CDC42	0.07927	0.698		
PAQR9	0.07931	0.633		
BSPRY	0.07948	0.117		
FLJ21511	0.07953	0.427		
ZBTB48	0.07958	0.344		
HSPA5	0.07965	0.98		
CBY1	0.07979	0.356		
FEZ1	0.07982	0.292		
PKNOX2	0.07982	0.84		
FREM2	0.07983	0.802		
PPFIBP1	0.07986	0.824		
C15orf23	0.07991	0.938		
SPEN	0.08025	0.508		
GPR110	0.08033	0.02077		
CDON	0.08056	0.04612		
TAS1R1	0.08058	0.237		
KLHL24	0.08066	0.421		
MRPS30	0.08069	0.339		
PXT1	0.537	0.000078	YES	
NOL9	0.08091	0.156		
ACAD10	0.08099	0.08795		
TXNDC2	0.08101	0.465		
TSPAN8	0.08127	0.681		
SLC27A6	0.08141	0.746		
TM4SF18	0.08144	0.269		
CENPM	0.08151	0.367		
DZIP1L	0.08156	0.42		
DGKD	0.08164	0.176		
HSPA8	0.08168	0.247		
APP	0.08178	0.81		
NT5C1A	0.08195	0.351		
MYH15	0.08197	0.314		
BLZF1	0.08213	0.161		
ZBTB4	0.08224	0.91		
OR13C8	0.08239	0.846		
LOC441054	0.08246	0.196		
CNTNAP4	0.08246	0.386		
TEGT	0.08253	0.302		
CD86	0.775	0.000087	YES	
FOXK2	0.08262	0.38		
C6orf91	0.08265	0.801		
PHTF2	0.08274	0.993		
CD164	0.08282	0.286		
AMAC1L3	0.08284	0.97		
TASP1	0.08286	0.706		
FAM63A	0.08293	0.219		
OR13C9	0.08299	0.875		
H2AFX	0.08303	0.539		
DEFB129	0.08305	0.944		
CLDN18	0.08307	0.415		
FGF11	0.0832	0.646		
FMOD	0.08322	0.719		
NEK2	0.08323	0.0103		
C16orf63	0.08325	0.78		
HSCB	0.08337	0.286		
PGDS	0.08337	0.884		
HEYL	0.08338	0.249		
ANXA9	0.08339	0.09366		
3-Sep	0.08354	0.441		
OR13C2	0.08358	0.866		
CHEK2	0.08363	0.31		
C1orf114	0.08365	0.264		
TMEM102	0.08374	0.646		
POLR2A	0.08377	0.162		
HPCAL4	0.08385	0.112		
CHRNB1	0.08387	0.86		
SETDB1	0.08395	0.08126		
LASS2	0.08399	0.08091		
TRIP11	0.08402	0.0546		
SP140	0.115	0.000088	YES	
OR13C5	0.08418	0.836		
PDGFB	0.08424	0.00591		
NT5C3	0.08431	0.07339		
KCNB1	0.08432	0.06055		
SMARCAD1	0.08432	0.821		
LSM10	0.08451	0.124		
PRUNE	0.08469	0.201		
ZNF192	0.0847	0.000703		
ELA2B	0.08485	0.482		
CAB39	0.08508	0.535		
HMBS	0.08509	0.499		
C20orf70	0.08512	0.255		
WNT6	0.08519	0.06229		
TTC13	0.08519	0.227		
PGF	0.0853	0.466		
LRRC27	0.08534	0.675		
C6orf58	0.08538	0.254		
IPO9	0.08548	0.284		
SCGB3A1	0.08563	0.983		
RNF145	0.08572	0.0038		
DPAGT1	0.08573	0.606		
LHPP	0.08576	0.389		
ZNF611	0.08578	0.609		
EVL	0.08586	0.427		
ATAD5	0.086	0.13		
KCNA1	0.08604	0.841		
WNT10A	0.08618	0.08482		
NUDT12	0.08631	0.246		
CCDC88B	0.107	0.000095	YES	
PRAGMIN	0.08638	0.07053		
MYEOV	0.08643	0.152		
PPP6C	0.08644	0.967		
SLC13A2	0.08653	0.415		
SPERT	0.08653	0.775		
EXO1	0.08669	0.05315		
ZNF783	0.08669	0.356		
MAGI2	0.08681	0.267		
AAMP	0.08723	0.864		
ABCB1	0.08725	0.83		
CDCP1	0.08726	0.967		
RMI1	0.08736	0.113		
OR13A1	0.08736	0.877		
NEK6	0.08741	0.439		
KIAA1305	0.08746	0.741		
GNE	0.0876	0.4		
TESC	0.08766	0.617		
PMEPA1	0.08768	0.06337		
JAM3	0.0878	0.677		
IL17A	0.08796	0.358		
UBR2	0.08824	0.991		
GTPBP1	0.08827	0.302		
GRAMD1C	0.08841	0.693		
ENDOD1	0.08843	0.309		
ENOX1	0.08849	0.139		
PTAR1	0.08849	0.453		
CBLN3	0.08856	0.654		
BAHD1	0.08864	0.944		
ATP5C1	0.08873	0.389		
LPL	0.08901	0.692		
BHLHB4	0.08904	0.659		
RBM47	0.08905	0.458		
ALDH9A1	0.08905	0.851		
FOXP1	0.463	0.000099	YES	
KCNK17	0.0891	0.103		
AKR1C3	0.08932	0.144		
C6orf222	0.08942	0.000349		
PNKD	0.08945	0.641		
GPBAR1	0.08953	0.827		
RGS12	0.08963	0.643		
SGCE	0.08986	0.104		
PEG10	0.08987	0.10695		
MINPP1	0.08999	0.836		
CASP3	0.09002	0.161		
ZCCHC17	0.0901	0.373		
FABP3	0.09032	0.332		
FRMD8	0.09033	0.521		
BCL2	0.09034	0.116		
ACVR1	0.09034	0.287		
NCOA5	0.107	0.000105	YES	
SIAE	0.09038	0.608		
B4GALNT4	0.09067	0.361		
ZNF800	0.09075	0.609		
RAB32	0.09081	0.167		
CNTLN	0.09098	0.629		
MGC12966	0.09116	0.753		
CCDC113	0.09127	0.144		
MBD2	0.09127	0.347		
C9orf84	0.09128	0.355		
SART1	0.409	0.000112	YES	
DCP1B	0.09134	0.881		
MRPS17	0.09135	0.0054		
IFITM1	0.09151	0.00308		
TMEM184A	0.09162	0.05758		
HLTF	0.09172	0.09919		
C9orf5	0.09175	0.336		
KCNK16	0.09182	0.09906		
KRT77	0.09189	0.914		
ATXN7	0.09195	0.34		
DNAJC11	0.09204	0.458		
C1orf106	0.973	0.000116	YES	
CCDC123	0.09223	0.983		
APOM	0.09237	0.0000001		
MAP3K4	0.09251	0.2		
TPRX1	0.09253	0.959		
GYPA	0.09276	0.92		
GCNT1	0.09277	0.104		
GBAS	0.09284	0.0058		
PSMG3	0.09287	0.05161		
SPA17	0.09294	0.609		
ZNF254	0.09301	0.813		
RHOB	0.09303	0.81		
ZNF713	0.09317	0.00087		
PSMD6	0.09317	0.367		
OR5AR1	0.09326	0.659		
MAFK	0.09336	0.06782		
KRT1	0.09337	0.932		
HRC	0.09341	0.06139		
CAPSL	0.267	0.000118	YES	
C9orf4	0.09347	0.335		
SRC	0.09348	0.873		
ORM1	0.09369	0.198		
IVL	0.09379	0.523		
OR5AP2	0.0939	0.583		
STK32C	0.09409	0.398		
KIF21B	0.666	0.000118	YES	
PIK3CB	0.09419	0.226		
ALDH1A3	0.09426	0.115		
SEPW1	0.09429	0.932		
CCK	0.09452	0.405		
MFAP2	0.09457	0.14		
SMOX	0.09461	0.76		
KIAA1632	0.09464	0.06802		
COPZ2	0.09478	0.176		
HTR1B	0.09482	0.501		
BTG2	0.09483	0.441		
NOVA2	0.09491	0.03194		
LMOD1	0.09493	0.411		
KLF7	0.09501	0.374		
RUNX1	0.09518	0.07114		
NDFIP1	0.92	0.000125	YES	
CCDC92	0.09523	0.929		
BAT2	0.0953	0.0000001		YES
MBNL2	0.0953	0.523		
SGCD	0.09547	0.789		
STAT3	0.113	0.000132	YES	
IL23A	0.09558	0.179		
STAT5A	0.09561	0.000219		
TRUB1	0.09564	0.542		
FAM13C1	0.09579	0.873		
APOF	0.09597	0.195		
SETD1A	0.09638	0.0962		
RPS5	0.09645	0.427		
UNC119	0.09647	0.217		
PRKACG	0.09649	0.09383		
PCSK5	0.09678	0.328		
HCG27	0.09695	0.0000001		
ZNF575	0.09698	0.272		
FBXL19	0.09706	0.09634		
RAD51	0.09707	0.267		
TIMM17A	0.09707	0.564		
HTR3D	0.09734	0.799		
STAT2	0.09737	0.217		
RAI1	0.09774	0.0537		
THY1	0.09779	0.271		
NCOA6	0.09783	0.896		
SFRS12IP1	0.09788	0.104		
GJA5	0.09793	0.843		
OR4D10	0.09796	0.952		
CTF1	0.09819	0.08812		
GOLGB1	0.09833	0.0000001		
BAT3	0.09837	0.0000001		
CHST3	0.0986	0.10182		
CHST12	0.702	0.000148	YES	
GSR	0.09887	0.999		
CD47	0.09906	0.428		
CLECL1	0.106	0.00017	YES	
BMP8A	0.09921	0.277		
FNDC3B	0.09945	0.891		
H2AFY	0.09948	0.171		
ANKRD33	0.0997	0.143		
MYOM3	0.10012	0.764		
PABPC4	0.10014	0.685		
SLC30A10	0.1003	0.771		
SIGLEC7	0.10035	0.188		
WDR27	0.10038	0.553		
SEMA4B	0.10041	0.688		
OR52L1	0.10048	0.196		
TXK	0.8	0.000171	YES	
TMEM213	0.1006	0.862		
SLC29A4	0.10063	0.514		
OR4D11	0.10072	0.949		
RABGAP1	0.10076	0.01942		
CHRNB2	0.10083	0.807		
AHDC1	0.101	0.02024		
C19orf42	0.101	0.05023		
TIFAB	0.101	0.06556		
WASF2	0.101	0.06891		
LUZP6	0.101	0.153		
CAPN12	0.101	0.205		
SIGLEC9	0.101	0.224		
C6orf103	0.101	0.261		
LEPRE1	0.101	0.329		
ARMC8	0.101	0.426		
DLC1	0.101	0.438		
STAM2	0.101	0.487		
PPP2R1B	0.101	0.567		
PCCA	0.101	0.58		
SERPINA12	0.101	0.582		
KIAA1604	0.101	0.595		
NWD1	0.101	0.597		
KIAA1045	0.101	0.599		
ACBD7	0.101	0.74		
LBA1	0.101	0.805		
SLC7A9	0.101	0.968		
TAAR5	0.10102	0.292		
GTF2E2	0.10102	0.986		
C6orf162	0.10104	0.00625		
GLYAT	0.10104	0.55		
RPS6KA4	0.10129	0.000057		
TAAR6	0.10132	0.302		
FIGNL2	0.10143	0.634		
OR56A4	0.10147	0.186		
CD40	0.10633	0.000179	YES	
KIAA1704	0.102	0.06529		
ACTN4	0.102	0.0847		
ANKLE1	0.102	0.163		
OPRK1	0.102	0.206		
C14orf48	0.102	0.223		
XRCC1	0.102	0.328		
FAIM	0.102	0.358		
TXNDC6	0.102	0.363		
CROCC	0.102	0.478		
DHX15	0.102	0.488		
TRMT11	0.102	0.495		
RSPO3	0.102	0.531		
AIM1L	0.102	0.927		
PRKAR1A	0.102	0.964		
ZNF304	0.102	0.977		
MICAL1	0.10205	0.195		
MYH11	0.10217	0.909		
CD52	0.10239	0.903		
MMP7	0.10259	0.22		
ACBD5	0.10259	0.426		
SLC35E1	0.10276	0.00242		
DDX31	0.103	0.02449		
HOXB9	0.103	0.222		
LOC402176	0.103	0.252		
CD6	0.312	0.000184	YES	
PAIP2B	0.103	0.553		
TMCO1	0.103	0.618		
HOXB6	0.10309	0.331		
SIRT1	0.10314	0.141		
LAMA1	0.10322	0.278		
LY6G5B	0.10349	0.0000001		
HOXB7	0.10359	0.227		
GRM8	0.10386	0.207		
SUPV3L1	0.104	0.01141		
MYST3	0.104	0.03534		
TRAFD1	0.104	0.06444		
PPP1CC	0.104	0.08052		
ORAI3	0.104	0.09587		
ATPBD3	0.104	0.15		
RPL3	0.104	0.158		
PIGS	0.104	0.187		
UBE2CBP	0.104	0.227		
ETHE1	0.104	0.273		
FAM82A2	0.104	0.279		
RAB30	0.104	0.349		
C9orf131	0.104	0.407		
TMBIM1	0.104	0.41		
TRIOBP	0.104	0.519		
ICA1L	0.505	0.000203	YES	
WBP2NL	0.104	0.579		
PSRC1	0.104	0.588		
GPBP1L1	0.104	0.658		
KRIT1	0.104	0.731		
FSTL1	0.104	0.783		
KRT2	0.104	0.884		
SLC2A2	0.10444	0.744		
VPS26A	0.10461	0.0071		
CUL2	0.10472	0.291		
IFITM2	0.105	0.002805		
HNRNPK	0.105	0.117		
NIN	0.105	0.184		
HYOU1	0.105	0.193		
NAAA	0.105	0.306		
RAB8B	0.105	0.382		
HEXA	0.105	0.418		
MUC6	0.105	0.657		
GPR125	0.105	0.666		
UBE2Q1	0.105	0.689		
KIAA0265	0.105	0.731		
MALT1	0.04449	0.000207	YES	
LRRFIP1	0.105	0.774		
BCAS4	0.105	0.801		
GKN2	0.105	0.919		
ADI1	0.105	0.943		
PAPSS1	0.105	0.948		
HOMER2	0.10501	0.261		
GABRG3	0.1051	0.571		
TMEM38A	0.1053	0.176		
CSNK2B	0.10536	0.0000001		
KCNN4	0.10537	0.169		
MCCD1	0.106	0.0000001		
SLC12A5	0.124	0.000208	YES	
MED26	0.106	0.000963		
SMPD2	0.106	0.214		
AFAR3	0.106	0.372		
FLVCR2	0.0514	0.000226	YES	
NUBPL	0.106	0.407		
OR56A3	0.106	0.439		
LARP5	0.106	0.459		
CST1	0.106	0.48		
AFF4	0.106	0.628		
ZNF557	0.106	0.887		
UCRC	0.1061	0.12		
FCRL6	0.1061	0.527		
PRDX5	0.09918	0.00023	YES	
C19orf62	0.10639	0.186		
FLJ35220	0.10661	0.893		
EPS15L1	0.375	0.000311	YES	
MPHOSPH9	0.368	0.000316	YES	
ZSCAN16	0.107	0.000604		
PNPLA1	0.107	0.01421		
HINT1	0.107	0.01594		
STRBP	0.107	0.07842		
ASCC2	0.107	0.153		
GLI3	0.107	0.26		
ATP1B1	0.107	0.301		
CASQ2	0.107	0.314		
ZNF212	0.107	0.32		
CTDP1	0.107	0.338		
JOSD1	0.107	0.344		
PPEF2	0.107	0.37		
TMEM135	0.107	0.462		
DNASE2	0.107	0.493		
PHLDA1	0.107	0.553		
SCGB1D1	0.107	0.619		
ATF7IP2	0.107	0.653		
MRTO4	0.107	0.674		
CCL8	0.107	0.675		
RANBP3	0.107	0.721		
PTBP2	0.107	0.754		
C1orf151	0.10738	0.03023		
BAT4	0.10744	0.0000001		
AKR7A3	0.10788	0.407		
ZPBP	0.108	0.000126		
GPR21	0.108	0.02271		
GRIA4	0.108	0.503		
PVR	0.383	0.000321	YES	
MANBAL	0.108	0.797		
EXOSC10	0.108	0.891		
ADK	0.108	0.897		
OR6C74	0.108	0.904		
NOL10	0.108	0.963		
LOC497190	0.10834	0.59		
KIAA0090	0.10841	0.693		
C6orf47	0.109	0.0000001		
NFKBIL1	0.109	0.0000001		
ZCRB1	0.109	0.00954		
RBM15B	0.109	0.05541		
MTPN	0.109	0.162		
C3	0.05787	0.000339	YES	
AKAP11	0.109	0.226		
KLRC3	0.109	0.329		
SLC39A11	0.109	0.408		
CLK4	0.109	0.41		
SAMD4A	0.109	0.452		
NAP1L1	0.109	0.557		
CES7	0.109	0.612		
CACNA1E	0.109	0.614		
KIAA1462	0.109	0.654		
CCDC17	0.109	0.725		
STT3B	0.109	0.836		
FBXO18	0.109	0.86		
C8orf38	0.109	0.95		
LOC348174-2	0.10928	0.551		
CELSR2	0.1098	0.773		
LY6G5C	0.11	0.0000001		
E2F2	0.11	0.005		
PUS10	0.543	0.000445	YES	
SBF1	0.11	0.01286		
RPL37	0.11	0.06231		
GLRX3	0.11	0.08394		
BCL7C	0.11	0.119		
ABCA5	0.11	0.123		
CDYL2	0.11	0.134		
ZBTB16	0.11	0.258		
CNOT4	0.11	0.297		
SAPS2	0.11	0.309		
SNAP23	0.11	0.317		
KLHL7	0.11	0.376		
SCD	0.11	0.469		
B3GNT5	0.11	0.793		
C1orf175	0.11	0.916		
TMEM123	0.11	0.93		
PACRG	0.11	0.934		
ZNF547	0.11	0.988		
THRAP3	0.11022	0.365		
SLAMF7	0.9	0.000499	YES	
ARMET	0.111	0.02347		
SCGB1D2	0.111	0.18		
ZNF746	0.01787	0.000508	YES	
NFE2L1	0.111	0.258		
DNAL4	0.111	0.281		
SHISA4	0.111	0.481		
LARS2	0.111	0.491		
LZTS1	0.111	0.566		
FGF3	0.111	0.663		
WDFY2	0.111	0.946		
CD69	0.112	0.000945		
RAD1	0.112	0.01342		
TRPM4	0.112	0.03081		
BIRC3	0.112	0.105		
TARS2	0.112	0.324		
XCL2	0.112	0.411		
MAPK12	0.112	0.419		
MRPL48	0.112	0.555		
C13orf39	0.112	0.612		
BAG3	0.112	0.617		
SCN7A	0.112	0.618		
CACNG3	0.112	0.701		
PIGC	0.112	0.773		
ADAR	0.112	0.796		
TTC15	0.112	0.996		
P11	0.11252	0.227		
NPEPPS	0.944	0.000519	YES	
ID3	0.113	0.00553		
BRAP	0.113	0.02732		
CCDC111	0.113	0.08234		
